Actual_Result,Result,id
Positive,Positive, ADBEY1E61UQ3R
Positive,Positive, A3A97RU2GCVFWU
Positive,Positive, A3P0HXVQ8NQO6X
Neutral,Neutral, A1NP6IUXZIGN30
Positive,Positive, A21DY7S3MW8PI1
Positive,Positive, A359EKBYB1JY8U
Positive,Positive, A3J4KUL845KBSP
Positive,Positive, A2Z80PCUG4FVVR
Neutral,Positive, A32JADDN2QH2FQ
Positive,Positive, A2JVTE9URJG2J1
Positive,Positive, A3ETX60LXY3VT3
Neutral,Neutral, A2Q7Q73SJ5F8BQ
Positive,Positive, A1GMS4Y6T33STA
Positive,Positive, AK7T3F067V65M
Neutral,Negative, AOXDREB6A6NNL
Positive,Positive, A39V5OME6HQOG5
Positive,Positive, AYMRN27MH5IJ0
Positive,Positive, A2MNK9OEM52FRR
Positive,Positive, AZ95MVMMTSIT5
Negative,Negative, AN5AWX0991C0R
Negative,Neutral, A9JWZ4ZXKYFQ
Positive,Neutral, A1TD3S4LPTHKEC
Positive,Positive, A13H2CAS8SVL2H
Positive,Positive, A2OCACHFGK0AV8
Positive,Positive, A133GDV88YA4XM
Positive,Positive, A271M2LFAIZFS6
Positive,Positive, A1Y9402VLAU0OM
Positive,Positive, AKVJ2ZBW3M9AQ
Positive,Positive, A28NDR2KGSPDVZ
Positive,Positive, A22PUBSSNP54L
Negative,Negative, A1TPT0PEZ23KR5
Positive,Positive, ABDQIJON19N1Q
Positive,Positive, A3MSB7N678O962
Positive,Positive, A26YFFJTX34EO8
Positive,Positive, AR6R6R023TPHR
Positive,Positive, A23L9SQLVMYT8U
Positive,Positive, A30H3GJXFKOTAQ
Positive,Positive, AWXV15G9ZNXG1
Positive,Negative, A1UW8OUMFNUAYU
Positive,Positive, A3C1XVWXNM6H2
Positive,Positive, A2LXBNT98OMW8X
Positive,Positive, AHPALOLJMG7RL
Positive,Positive, A14ZO88UYMP9LF
Positive,Positive, A2SOAZCHK7H2FC
Positive,Positive, A2ZDZN1ERLQ7OA
Positive,Positive, A1KHJH1L4NHDTA
Negative,Negative, A1590Z33LRPDNJ
Positive,Positive, A2XK31UII1MDDJ
Positive,Positive, A2KZ6OFM8WL0QL
Positive,Neutral, A32JSBKJJBE9L7
Positive,Positive, A3EPAXTO9HONW3
Positive,Positive, A7G2PINABKYW7
Positive,Positive, A1XSLNLIGM08WP
Positive,Positive, A2CF73K3U0STYS
Neutral,Negative, A220U4K21QP6MK
Positive,Positive, A3CSITKMYMZIYB
Positive,Positive, AX39FFRXVUWMI
Positive,Positive, A1WBQ9WKWZEUZZ
Positive,Positive, AQLOPT35OBR0F
Positive,Positive, A39VOT6UF3ZA4M
Positive,Positive, A3IDL8A8WHXTQA
Positive,Positive, A2G03ZXVA8QF5G
Positive,Positive, A35HJ90URVEI16
Positive,Positive, A24LDFUAY9N058
Positive,Positive, A3NDN9A3921WVI
Negative,Positive, A13QEJDP3JM221
Positive,Positive, A2KVKBIXBL9802
Positive,Positive, A2WOQ85SIXBSXP
Positive,Positive, A1ZUPPBT8SYQFE
Positive,Positive, A1LFFKWP3OQO9M
Positive,Positive, AH6CE0TBDFMV5
Positive,Positive, A1KZP6Q7EG0TPA
Positive,Positive, A1N5DMLP4GPK0E
Positive,Positive, A2NBGF8O1JX0OF
Positive,Positive, A3637J1I44VV7
Positive,Positive, A1SL9YIUDV8QKQ
Positive,Positive, A1H6J5X0DRWYHK
Positive,Positive, A2L4HY6N7Y8WXO
Positive,Positive, A38M3APSAB7TLO
Neutral,Positive, AVNYPDZBMJM3A
Positive,Positive, A2YDJ7ZRDGCCQQ
Positive,Positive, A1QCWU0LRE3VIV
Positive,Positive, A2PY32JKSVS5MU
Positive,Positive, A1P6WXWI5XDL29
Positive,Positive, A2OBTINQZNR9BJ
Positive,Positive, A5U75W5BBJ6XC
Positive,Positive, A2VQX8GEZN53Y0
Negative,Negative, APW9EV8E3LSJU
Positive,Positive, A1BS13SHBMKF52
Positive,Positive, A2BVJ4AYTECGHX
Positive,Positive, A38JRSRF5KV4FE
Positive,Positive, APDUAD7WZRYC6
Positive,Positive, A1JIPT6F41XCGU
Positive,Positive, A6RO7271EKVXO
Positive,Positive, AMLNF3HKMDAES
Neutral,Positive, APX50M5P8B3DE
Positive,Positive, A1ZO463LY5XNYY
Positive,Neutral, A18CDSYI28IU8I
Positive,Positive, A2YZ6GLLAQRSHC
Positive,Positive, A1ERG6UTN8OHME
Neutral,Positive, ARATO0PMDOO24
Positive,Positive, A28B8X0F74K4Q4
Positive,Positive, A2YFEQNRLKL7M5
Positive,Positive, A1FWN4IK6CB0Q7
Positive,Positive, A16WRPMJUD65MN
Positive,Positive, A1WJ5GRU53MOFK
Positive,Positive, A33LDRY1SSZZDF
Positive,Positive, AY3OYJ0F8LJ32
Positive,Positive, A3AAQXZH9PIL0C
Positive,Positive, A1CDCV4GU7Z493
Positive,Positive, A3L4DX5GREJV0S
Positive,Positive, A1L22LX6ANBAIV
Positive,Positive, ATZRWCCLAZ9ZK
Positive,Neutral, AS1W3KA8GOK2F
Positive,Positive, A1UXVUM6G2H7D6
Positive,Positive, A5KDM1D6DZS6O
Positive,Positive, A2GPMFTCS096A
Positive,Positive, A27GFXIJI9SANL
Neutral,Positive, AV3VYWVLAWZH1
Positive,Positive, A2CMDGUHF25G1Z
Positive,Positive, A1SD19IA116SDC
Positive,Positive, AQRPFAHMEK6Y5
Positive,Positive, A3S2PSX5ZKZA65
Positive,Positive, A35CSFNDX64WY
Positive,Positive, A2KLYZJFB6QPL7
Positive,Positive, AEXRDS4T12P0C
Positive,Positive, A2AVTJPQVX4OWG
Positive,Positive, ABIL5T4I6C0QM
Neutral,Positive, AJEZKLK7ZPZUR
Positive,Positive, A2LNWPJNJ6Z1VS
Positive,Positive, A25TTJDHRBQTUP
Positive,Positive, A3R1VI8V0M5IVL
Neutral,Positive, A1MBBQH185W74C
Positive,Positive, AH0A5U7QKAXWO
Positive,Positive, A3OE9I45LMTSXN
Positive,Positive, A1NOKMMDD3VJ64
Positive,Positive, A3NIHFT081REIS
Positive,Positive, A3EKY4KM4LOWDY
Neutral,Positive, A2NI783A0MSNZ6
Positive,Positive, A1I3MU8XLBH87R
Positive,Positive, ASV431Y0IBOWW
Positive,Neutral, AVQRICW8F74TR
Positive,Positive, AADASM3B8MBDV
Neutral,Positive, A2MOG2KAISI721
Positive,Positive, AOY8AKBP8ZQ1W
Positive,Positive, ADA4HORAR94O6
Positive,Positive, A1LVQPQH494KAG
Positive,Positive, A1F0XOZTT92GT
Positive,Positive, AXUMOOLVQYM5T
Neutral,Positive, A13N0ANR8XHM9H
Negative,Negative, AH0C5DIY7MGE3
Positive,Positive, AU9LU68DS3PUJ
Positive,Positive, A37LBTPYMVRXXP
Positive,Positive, A1YLEB9Q5JNKXG
Negative,Negative, A2NSEPM5SSUWP8
Positive,Negative, A3P19O2L1GFZXG
Positive,Positive, AI3X3KJLMUY6K
Negative,Negative, A2WAFANMAQN5JF
Negative,Positive, AJLE37RBH01J7
Positive,Positive, AKT81FICX2XAX
Positive,Positive, A3M22K7FGQFKRW
Negative,Positive, AI0NXWV6QLXOU
Positive,Positive, A1NEVKEMB4B7L5
Positive,Positive, A1LKCGSPOA4GJZ
Positive,Positive, A31A50KVKQK3RF
Positive,Positive, A2PVBKV7PXDEV4
Positive,Positive, A65N2PTRLG5W9
Positive,Positive, A34WZM6RP0TG26
Negative,Negative, A2KXU1XK2KPCEA
Positive,Positive, A1JYOG1VNBTPS2
Positive,Positive, A3L3BVZ1R5S6AY
Positive,Positive, A3CHV01UFBUPYB
Positive,Positive, AKHDE8HFVP5G3
Positive,Positive, AE69E2RWPUR1Y
Positive,Negative, A3L5IP7CWK0LTR
Positive,Positive, A2VKHR25EHEGUL
Positive,Positive, A2RQN8H4RM24Q2
Positive,Positive, A34UD8MYGO1VTE
Positive,Neutral, AMSAQMLJKCFSB
Neutral,Neutral, A276LC7PI50OAI
Positive,Positive, A2MHJSK8FZHK2P
Positive,Positive, A3F65KZISX93DT
Positive,Positive, A254GTEWUTMICN
Positive,Positive, A1LF95DXGERWYZ
Positive,Positive, A3P8EFMHEX3M8D
Positive,Positive, A2HC2GI4O6WW0O
Positive,Positive, AJPW5STK1FHJP
Positive,Positive, A1PZ2GNF0MQWAO
Positive,Positive, A10AUUSWNSMLEP
Positive,Positive, A2E9GNGTVWWOKH
Positive,Positive, A2JDNROW7GHLQG
Positive,Positive, A3FL5KACB64278
Positive,Positive, A2PNW6QDW8OPY0
Positive,Positive, A2CSMNNU9WZTCC
Positive,Positive, A1FQW86WCKCWAP
Positive,Positive, A1NIFA2SBYZ8N2
Positive,Positive, A6JIJ20XFW2XD
Positive,Positive, A2BW1X75DOQXMD
Positive,Neutral, ALA4XXK13A8AT
Positive,Positive, A2HNBZLAYKS9Y4
Positive,Positive, A3DIAVE1MXQE6O
Positive,Positive, A1I7QGUDP043DG
Neutral,Negative, A1CE81MZCEV972
Positive,Positive, A1NRNRWMVN04I5
Positive,Positive, A3LDQKEBL6SQUR
Positive,Positive, AFOZNNCP2C4Z8
Positive,Positive, A1ARM3BAE1DW45
Negative,Positive, A2PQHZID1CIDK5
Positive,Positive, A11XBOB2ESBOFP
Positive,Positive, A1KBSRBXYLI83B
Positive,Positive, ALS4BJRHNKHC8
Positive,Positive, A156GL4DODIOQK
Positive,Positive, A33Q0UI2HAQBWM
Positive,Positive, APFYLA6A3ZACK
Positive,Positive, A2IIDH7PK8N65D
Positive,Positive, A1OE9CMDZJBB3H
Positive,Positive, A1CV9NKJOAQYZM
Positive,Positive, A18KM7R8GSAKXB
Negative,Positive, A3UHFQT4E3R2D3
Positive,Positive, A2L495XLLOVX3K
Positive,Positive, A2VVT23YZNEOUE
Positive,Positive, A1L48VKXM4HN2G
Neutral,Neutral, AIMHDHK84AT7J
Positive,Positive, AW2DWM6Z61EAK
Positive,Positive, A22R3BJQFKHU8A
Positive,Positive, AO4ND0X9OK9QU
Positive,Positive, A1GIM0HUZKVBQI
Positive,Positive, A1R84KOX5PZFWN
Positive,Positive, A3AHKJNUUWO0ES
Positive,Positive, A2T414T54X8A12
Positive,Positive, A3MQGF8IKLUBA7
Positive,Positive, AEL6ASMFAUHKH
Positive,Positive, AQY890ZGY49VO
Positive,Positive, ASI9MNA5LUWLT
Positive,Positive, A23VA60AUZSIEW
Negative,Negative, A25XVWLKUBV5V
Positive,Positive, A2Q1CCR85EW3K9
Positive,Positive, A7G7V7WHL445F
Positive,Positive, A2LF4MHDRH9EGB
Positive,Positive, A2JS4OUWWFUOVQ
Negative,Negative, A395C2BVSD7GM9
Positive,Positive, A1EXB6ZE2N2HFD
Positive,Positive, A2CAUP9G26SY19
Positive,Positive, AQOGA0K6H6Z7V
Neutral,Negative, A340APV6D1Z37A
Positive,Positive, AMZHPOCHQ03L2
Positive,Positive, A2NTURQRWMS6LF
Negative,Negative, A3SY26ADVENGO5
Positive,Positive, A3BISZB7NGPNMD
Positive,Positive, A26C3XKNYP6C6N
Positive,Positive, A2MUCI9X6XR1WJ
Negative,Negative, AW1NV7OL3PKSN
Positive,Positive, ADFXVWP21V8IU
Positive,Positive, A2OIF522NSDKMB
Positive,Positive, A1FSW9HU6X2ARV
Positive,Positive, AIUR2Z8HQMNSS
Negative,Negative, A4WDG15TG92WE
Positive,Positive, A2BQHX0CB0FRRZ
Positive,Positive, A3SVN783XMJUDR
Positive,Positive, A31TFUWW6G40BU
Positive,Positive, A1ZBJMJ1VFYRAC
Positive,Positive, A22ZRXJ393BO4Y
Positive,Positive, A3UTLBO8B7MJS0
Positive,Positive, A2P4K52J64YNV8
Positive,Neutral, AMVCE3DJKC8NJ
Positive,Positive, A1B3QNSDCQNL2B
Positive,Positive, A19JIEHUG9UN73
Negative,Positive, A2UQX2Q0YXY3RZ
Neutral,Negative, A1U6CREM97G8CH
Positive,Positive, A2GOC5VM8METGL
Negative,Neutral, A1BBW2AZ49E4AR
Neutral,Positive, A2C0J2REIUB7J3
Neutral,Negative, A1QM95QTMCMXCC
Positive,Positive, A1E7BA2HBNFWT9
Positive,Positive, A3QL8F0E4EB9XK
Positive,Positive, A1TFH58BMFJCR3
Neutral,Negative, A373J36P9BCJMH
Positive,Positive, A3R16ET5GL620O
Positive,Positive, AV4V2CVTQE50D
Positive,Positive, A2I9JJ8L8OLCCW
Neutral,Neutral, A3HIDCZOYWOYW9
Positive,Positive, A158XRI6AASL6
Positive,Positive, A534XOAZHS2EG
Positive,Positive, A2TU3QWNMIR45B
Positive,Positive, A2D0GW3XZRPEME
Positive,Positive, A2H3UZ8EE23UEK
Positive,Positive, A3DJOCM0WHLFUR
Positive,Positive, A3UUX91L2L4DC3
Positive,Positive, A2U43K91XE7JCY
Positive,Positive, A2DBLMA3NFIWQK
Positive,Positive, A3P32KZ75973NP
Positive,Positive, A2FNWFVJOZ07VD
Negative,Negative, A1NLO9P3FKZAPJ
Positive,Positive, A1M4H1TQP4H45Y
Positive,Positive, A3IOAUIX90MHH6
Positive,Positive, A19AFG8GZNCL92
Positive,Positive, A2WI5YWHBI2DJA
Negative,Positive, A10C9U3XPIGIIS
Positive,Positive, A2T8TDLSHEMKO9
Positive,Positive, A207RZZFU7MRH3
Positive,Positive, AH3NY2UJYTAVX
Positive,Positive, AZMCREHMFWSFF
Neutral,Positive, AODBKWJAOA0D2
Positive,Positive, A39SMNSYHGAI0H
Positive,Negative, A2FSJ99A2PFOAA
Positive,Positive, A2LXEDUMS0WT3Y
Positive,Positive, A2X3H6U756MCX6
Positive,Positive, A2QH6QB7C5BFRC
Positive,Positive, A3W2B2IWXZKORA
Positive,Positive, A49RLO9AO43N4
Positive,Positive, A15VIBG23F93SZ
Positive,Positive, A1VETCH8D2ZCRV
Positive,Positive, A3OYPP8NRW7GFP
Positive,Positive, A2A22G0I1S5H38
Positive,Positive, A3C5PWZTZTW0UM
Positive,Positive, A1AX447FV6OQCV
Positive,Positive, A3D8JFV9PE2Z66
Positive,Positive, A2UOIR5HRW0S3R
Negative,Neutral, A37OJQ02HTGM1U
Negative,Neutral, A2NRROLN07UK4Y
Positive,Positive, A1SIPU4V73ZLD4
Neutral,Negative, AQRKLFAZNUVL1
Positive,Positive, A1T6BU73OPEWTB
Positive,Positive, A2IV6WQ1RMQNTG
Positive,Positive, A3256HPOJN2V3Y
Positive,Positive, A37IXXKOGAF4NA
Positive,Positive, A2GIYC3W9F6IXT
Positive,Positive, A30UW3NB4B3OIE
Positive,Positive, A3VNQ0WWLVSP7O
Neutral,Positive, A1KG6HFO8D0W3Q
Positive,Positive, A38N4QM6FLENII
Positive,Positive, A18JDD4E1F0M33
Positive,Positive, A1DBAT0AP3DML
Positive,Positive, AL6AAMVA2PVQA
Positive,Positive, A1TFRN75JKZ5HZ
Positive,Positive, A3SOPET62QAIBJ
Positive,Negative, A1YE4XQ4I28DSW
Positive,Positive, A1WSFIJRJLA1JL
Positive,Positive, A19W302WO73TPM
Positive,Positive, A12ASG8B4H5PRA
Positive,Positive, A2HFFM2OOAEDRK
Positive,Positive, AOM7AHSW5QAP
Positive,Positive, A5C9VMUL4X6DB
Positive,Positive, A2RQ66F75LVB3Y
Negative,Positive, A382KZPO2LDZ3W
Positive,Positive, A3MYETQTYEKQ97
Neutral,Positive, A3GRPCW9DG427Z
Positive,Positive, A14IYE8A20WQWW
Positive,Positive, A38A40PV4KBNT5
Positive,Positive, A47XF2CQO4327
Positive,Positive, AF53SQWJ2DEZB
Positive,Positive, A2JM9W2V42XRU2
Positive,Positive, A2LOF372G8V0TY
Positive,Positive, A376JWHQSLMWSF
Neutral,Neutral, A35O0X5EKTCRS9
Positive,Positive, A2VYLXYG3H6TYN
Positive,Positive, A3SI2OS5KACMMO
Positive,Positive, A10DU2YP2KX4HE
Positive,Positive, AI739WPVTPGBT
Positive,Positive, A220SCX8UZ0C
Positive,Positive, ADWP4IJQ5PATO
Positive,Positive, A1H284FFF6J4X9
Positive,Positive, AE4FQXU99AL5J
Positive,Positive, A2V45C9DRJ83MT
Positive,Positive, A1QNTT35NNPUA
Negative,Positive, A3V5W0OJZREXA1
Positive,Positive, A26IFGH21CEOYG
Positive,Positive, A2MVKW7FF2561
Positive,Positive, A1B2SHM18X2GV6
Neutral,Neutral, A3LB9Y1DL2UMHZ
Positive,Positive, AI7YCN35AKHMF
Positive,Positive, A1L6O4UEI9DYXY
Positive,Positive, A2C8AS2V21MQEL
Positive,Positive, A1UNODCHZD0NI2
Positive,Positive, A1B44OGSIWPK1Z
Positive,Positive, A2T0903V0YB8UB
Positive,Positive, A1R009YU1SJ0EV
Positive,Positive, A3SNH8GHRH4VK9
Positive,Positive, ACXO4D0SKQ1J6
Positive,Positive, A16UJKK0APTL43
Neutral,Positive, AFN973QGO8L9J
Positive,Positive, A12XOW24VG926Q
Positive,Positive, N/A
Positive,Positive, A260R7XJFBUIUZ
Neutral,Positive, AJHDSRO33VBJS
Neutral,Positive, A36WA7L88C2NW1
Positive,Positive, A1Z1RH6QFAFHR3
Positive,Positive, A22UYOJ7QYLU61
Positive,Positive, A11VA172M6L528
Positive,Positive, ASYHWUQLVS433
Neutral,Positive, N/A
Positive,Positive, A2C8E0BUK8L000
Positive,Positive, APVIRGIWZLABW
Positive,Positive, A30ZHC0AUR04LF
Positive,Positive, AX9LE0BKFC77V
Positive,Positive, AN9XJ3ACVBKRD
Positive,Positive, A1E4OZJKA7X6S2
Neutral,Negative, A1X1J62SWQ0D6P
Positive,Positive, A3AMQ2KIZGI0F9
Neutral,Neutral, A1QC4J6PYRP84D
Positive,Positive, A1P0XAFCZNE1KZ
Positive,Positive, AUDNXYZ2CBU7Y
Positive,Positive, A3G4K3CTMMV7TM
Positive,Negative, N/A
Positive,Positive, A1CIJXBDOJ3DQ1
Negative,Negative, AJJCZBLBHDATD
Positive,Positive, A3GBO54ZWC37TE
Positive,Positive, A2LEJPJMH5FYV7
Positive,Positive, A1X4D3BD6V6H51
Positive,Positive, A28UT2I4FVQEQF
Positive,Positive, A3PZSVCZ0OUPPC
Positive,Positive, N/A
Positive,Positive, ATDE9MBFIAS13
Positive,Positive, A1VPOMRAE6QVZB
Positive,Positive, A7QWJFTRND2LL
Positive,Positive, AD3W6CX5Z09Z5
Positive,Positive, A2GD5MUBOYNSET
Positive,Positive, A2753H7H2NQIFK
Negative,Negative, A2G4V5X98UDT4U
Positive,Positive, A4YI9R22LFZZQ
Negative,Positive, A1IM6B12DGJY0Y
Negative,Negative, A9FQG79DLT8YW
Positive,Positive, AP4UAOY90P11K
Positive,Positive, A1ISQLTAPGFESW
Positive,Positive, ADCDBQBV22HH2
Positive,Positive, A2T2LKO9C44LR1
Positive,Positive, A2QNJARWTF9H89
Positive,Neutral, A2O0PYBN2Z6FO8
Positive,Positive, A2HHBPVSC5G0W9
Positive,Positive, A1DNVUOBF4722Y
Neutral,Neutral, A97CT71C93995
Positive,Positive, ABXFGZ8MMVQV0
Positive,Positive, AJRGRPE8622OO
Positive,Positive, A35B59SS7BZL04
Positive,Positive, A131GQFJUF03QN
Positive,Positive, A1G2T9YSX9OORD
Positive,Positive, A8F7P51DBAZTK
Positive,Positive, A12PQQT89DUMKW
Positive,Positive, A260S7HCKRJS8V
Positive,Positive, A1PKEUMQASTG5E
Positive,Positive, A1IHTUTZORVD3B
Positive,Positive, A2BG6F3YPSVRG4
Positive,Positive, A1SERMB4JPASY3
Positive,Positive, A2HTVUDY0HH1Q6
Positive,Positive, A25FQ175AJKE2I
Negative,Negative, A1MACOIC3HO3HT
Positive,Positive, A3JVLTDFAA97CS
Positive,Positive, AGWI90YTILZWP
Positive,Positive, A25HX64CNC9XRI
Positive,Positive, A3FCVW9DQONUTB
Positive,Positive, A2936Z1R0GDZ1O
Positive,Positive, A26YL81Q2ZJXGL
Positive,Positive, A2QQR8V1E0LBNP
Positive,Positive, A2M5UMDYIPJWWG
Positive,Positive, A153UL0LS36W73
Negative,Positive, A1S8KORSO7AL10
Positive,Positive, AFYOSVKDV7UNS
Positive,Positive, A1QBUSPOBEXZOC
Positive,Positive, AEAN1WESC3RTW
Positive,Positive, A27AKY0OJN6QYW
Positive,Positive, A160ZMWAVUGPZE
Positive,Positive, A1A3TFZH2WRF7S
Positive,Positive, N/A
Positive,Positive, A1IZJVLNMFACS6
Positive,Positive, AO2PK2A82ZD64
Positive,Positive, A2BHVXSSET6PB6
Negative,Positive, A38GSR6X06BIYM
Positive,Positive, A2EL9N3LTDLVEI
Neutral,Positive, A20C45JXGW8GRB
Neutral,Positive, A1YHLOURKZQ8XC
Negative,Negative, A2GOOIJXQ4T41W
Positive,Positive, A2A8YBVMJCO71I
Positive,Positive, A10PQ0EMVELQJG
Positive,Positive, A1Z9BNDM0N5PCF
Positive,Positive, A3T52SXYBDDPT7
Positive,Neutral, A2HZBTRXF75I7K
Positive,Positive, A3D7ZO9OIMEE02
Positive,Positive, A1VRVKZVEI2O1T
Positive,Positive, A2NKAQL3MB2AIC
Positive,Positive, A286VMPWNUQSTU
Positive,Positive, A2JLUWLR4XWN80
Positive,Positive, A379UHLAUSHT04
Positive,Positive, A1O5O6X3GUFS2Q
Positive,Positive, A1UYWDKHK5YQDR
Positive,Positive, A3BZ880RID9CMC
Positive,Positive, A2CWS03OY40XUZ
Negative,Negative, A2013KAVFHJ0RF
Positive,Positive, A1JUM4S41RW5G3
Neutral,Neutral, A1ZUQ5ONG7CVSV
Positive,Positive, A2CY8NT1HMH2UJ
Positive,Positive, A2K88S2R36PBFY
Positive,Positive, A1J4SUQFGEN5P0
Neutral,Negative, A1KUCHDAORNBLJ
Positive,Positive, A25DKY1R2VO5TX
Positive,Positive, A3DN6ZRFPY1ZO2
Positive,Positive, A3BZJ7IT5RY0ZD
Positive,Positive, A1JA170AIINMSB
Positive,Positive, A1ZFU73A5OS09Y
Positive,Positive, A3G7BEJJCPD6DS
Negative,Positive, A1QQUTSF9DJ207
Positive,Positive, A265URL61CBNH3
Positive,Positive, A9E9C4EUYKOVD
Positive,Positive, A2NLDH9GOH3WG4
Positive,Positive, A4ESD5QAS7I06
Negative,Neutral, A2BFT3YBQGBIPE
Positive,Positive, ADYMJ4B0QZA8E
Positive,Positive, AQ5NDV4YVMU4N
Positive,Positive, AZWAJPZ1UQ3B6
Positive,Positive, A1T09QYSNFY1SL
Positive,Positive, A1P7ZYA0RVLU3E
Negative,Negative, A30EOA04FFHERB
Positive,Positive, A2BHG7BDNOFM8Z
Negative,Negative, A2IY6WEBJMMM1M
Positive,Positive, A36FS75ROA0Z3Q
Positive,Positive, AP1TIDH52AZE4
Negative,Negative, A3HXN7Y87IBTWP
Positive,Positive, ACZI5HEN6JRCA
Positive,Positive, A1TYKVJZ2EFIJO
Negative,Negative, AI75V9ECH29M3
Positive,Positive, A6XGVQXPPOD0Q
Neutral,Negative, A3EO6O6276MKM9
Negative,Positive, A3NU9MAK2CI9IG
Negative,Negative, A1E17QX08Y1AHB
Positive,Positive, A3L3NII3V30U49
Negative,Neutral, A2GU4IYFN4CDS0
Negative,Positive, A2FZMJ81SAQ4VZ
Neutral,Negative, A3U1DRFRMAZU2Q
Positive,Positive, AX637FPYX9IKC
Positive,Positive, A1NS83C4POGIHO
Positive,Positive, ADIZQNWAF9MO9
Positive,Positive, A2NWDGLGGNAC42
Positive,Positive, A2R276LRCEEHTI
Positive,Positive, A2YUMIIEPR5J3Q
Positive,Positive, ASLWHELQB37FZ
Positive,Positive, A3TKJ5WJC93VYW
Neutral,Negative, AKS4F7LRRK7GI
Positive,Positive, AUT5LZ1FMU5ML
Positive,Positive, A3H0GS5MOAQZXB
Positive,Positive, A3A5FRX7QKSAAO
Positive,Positive, A2DS4AINHP0D9B
Positive,Positive, A26Q3INB14UY2J
Positive,Positive, A3I76UJHITIO1U
Positive,Positive, A1PTVMTK38XY86
Positive,Positive, A2I5YI2C8MNFAD
Positive,Positive, ALRUZ34VRO53U
Positive,Positive, ANE3TTA3YX5T6
Positive,Positive, A20CUOOES3AA5P
Positive,Positive, A26IY86MXKBAS0
Positive,Positive, A2MU33I6RU6WF9
Positive,Positive, AMYE45F3Q9EB5
Positive,Positive, A1SETOJ5C11PX9
Neutral,Neutral, AOZJI8AG0ESZB
Positive,Positive, A2P4CMC3MOZ9JN
Positive,Positive, AKII2RBZHP15J
Positive,Positive, A2U3AN5R9MKXNT
Positive,Neutral, A2C1WT7NH5E9WP
Positive,Positive, AD9KGOO64IO80
Positive,Positive, ANWOHSVRQM7RY
Positive,Positive, AD8JGOVDP3ZYO
Positive,Positive, A364AWUBYA1GE1
Positive,Positive, A33A6ZON11YQZ6
Positive,Positive, A21QKF4FN4N5ZH
Positive,Positive, A2AQT017Z11W5B
Negative,Positive, A2VQ44VP2TLR68
Negative,Positive, A2FPACEKR5WU0W
Positive,Positive, A2J07VR1GYX2XF
