Actual_Result,Result,id
Positive,Positive, A1O1HYE09ZY9RI
Positive,Positive, A1LX95ESZ0HDYL
Negative,Negative, A1MYRPXS57QLB5
Negative,Neutral, AGW2XQTB28HOO
Positive,Positive, A5CBFKP5SQXX5
Positive,Positive, A25BZY6Q1CRCT1
Positive,Positive, A2TQVTTGXH3K24
Positive,Positive, AT1MK32609LR8
Positive,Positive, A14HUMZDMUMPOY
Positive,Positive, A3ESGXVD54RBZ0
Positive,Positive, A12I168GPDYZIX
Positive,Positive, AIL3EEW9FKHVR
Neutral,Neutral, A2509DJKH8O3RE
Positive,Positive, A1T85KJABOIG5R
Positive,Positive, A3A18R8NCWUITO
Positive,Positive, A2CMMMK0WC98V9
Positive,Positive, A1COLSVF4U2687
Positive,Positive, A2XU0DUNV8WHJ3
Positive,Positive, A1SRYKWR89YTGQ
Negative,Neutral, A1NYNA7DGALGEU
Neutral,Positive, N/A
Positive,Positive, A379ZARVY8N4XT
Positive,Negative, ARCAR1WFB3YDT
Positive,Positive, N/A
Positive,Positive, A2Y8H51EKDQY3N
Positive,Positive, A2VY41W68T0GNP
Positive,Positive, A3TUV4NXPAQ1Y6
Positive,Positive, A10PS3S4250F99
Positive,Positive, A33TVE7CNR2KCO
Positive,Positive, AYT91MCK78LPA
Positive,Positive, A3FUPKEZ7025HV
Positive,Positive, ARH0Q9E1ME0ZA
Positive,Positive, A35OBHYDB2Q17D
Positive,Positive, AW723BS6J5D0S
Positive,Positive, A1GQWZ4FLTW5XJ
Positive,Positive, A1EWXA82VZSG4G
Positive,Positive, A2CSH4X9LDRDH4
Negative,Negative, A2SUBSF5ZNF3MA
Positive,Positive, A2A7SU5LJ3VQ0B
Negative,Negative, A2S0M7VR98TQY9
Positive,Positive, A113US7TOU5PJS
Positive,Positive, A13P71JP5USZG9
Positive,Positive, A1H2O8BJQPTIWD
Positive,Positive, ACSPLPK26EJ0W
Positive,Positive, A377MC8M8N8KX7
Positive,Positive, A2EBOC42NH0EDO
Positive,Positive, AHYPRXI7F5QXS
Positive,Positive, A1WOCIHN5C03HC
Positive,Positive, A30OWATDUX26I5
Positive,Positive, A3781CJC7WG7W9
Positive,Positive, AWVLT2L5AP873
Neutral,Neutral, A1YAV7FD0IJFJD
Negative,Positive, AQ1VBV193TC30
Positive,Positive, A3FLKJLHVVWR52
Positive,Positive, A3OQ38WMFA2J9
Positive,Positive, A25NGQHZD5KBEQ
Positive,Positive, A2V5R832QCSOMX
Positive,Positive, A2XK31UII1MDDJ
Positive,Positive, A3EJ75U8ARUTF0
Positive,Positive, A14DCSC4JUAAV8
Positive,Neutral, A2OSF7JGCNDXBI
Positive,Positive, AQXSEHP36OT0D
Positive,Neutral, A1DP4SJR4Q4Y0U
Negative,Negative, A1D3NBQRQ2AXLR
Positive,Positive, A1FVJUAPSLH7FX
Positive,Positive, A3HGL63ABR7590
Positive,Positive, AYO7VRZQB84EG
Positive,Positive, A30UG6YVZW4KZS
Positive,Positive, A1V3MQP8C8J6MR
Negative,Negative, A2MZXCHARYN2MJ
Positive,Positive, ABLYFBDPFCZ9E
Positive,Positive, A1BSAU7YWTZJGB
Negative,Negative, A1K3NZLSBSWS2L
Positive,Positive, A3CQE6525ZDUP0
Positive,Positive, A28CH0KUCSZBNO
Positive,Positive, A1J2JFU6HDRZB5
Positive,Positive, A16EFGT2PLZT34
Positive,Positive, AGABC520P7OBL
Negative,Positive, A2M0OYGL8GKBRX
Positive,Positive, A2CT3JZVOFLQAW
Positive,Positive, A3J51SCKNTO4QL
Positive,Positive, AV7K7WFLWTCRN
Positive,Positive, AW0UQFBRF8TYE
Positive,Positive, A2SI8PRNG77O4Q
Positive,Positive, A2DDJPV9X6MXLF
Positive,Positive, ARW6P41ZGBZ9H
Positive,Positive, A2DWZJCVXIVUZT
Positive,Positive, A16SHXGRS4RBIS
Neutral,Negative, A2848MSY8D35MD
Negative,Negative, AXJW4DOUGCHDO
Positive,Positive, AGT3HO4YWFZ66
Positive,Positive, A3SW82QW6TDLZV
Neutral,Negative, ADT1F06C2Y2FE
Positive,Positive, A1ZTVNXVVBGF3J
Positive,Positive, A3MOVKSTJCFICN
Positive,Positive, A36SIH5BNXHKII
Positive,Positive, A2PTCGRNYAH4ZN
Positive,Positive, A75WLKMLSKWRA
Positive,Positive, A2O8GM6KCLCKVU
Positive,Positive, A14EGAXC61XOTV
Positive,Positive, A240ELUQ7BBET1
Positive,Positive, A1Z9UDTXB9ZF2H
Positive,Positive, A2M7BMHZ9NTXEG
Positive,Positive, AH0SZ7WVQB39N
Positive,Positive, A3KUORLRSIOR31
Positive,Positive, A2BWZ6EBZ5JW89
Positive,Positive, A1JKDA6PRS1E03
Positive,Positive, A22XBTZP0J725F
Negative,Positive, A29HOIX0P46OKE
Positive,Positive, ALYQKDP5UBDPF
Positive,Positive, A2HU2DIZAHWX2S
Positive,Positive, A20JSUFU2LH7GO
Positive,Positive, A3DJOCM0WHLFUR
Positive,Positive, A3LOKC5B8YVLS
Positive,Neutral, A2878O27S7MVGV
Positive,Positive, AMLR3G3TD5J74
Positive,Positive, AHTO9OJHBW1MO
Positive,Positive, A2LZ43GE6AV63X
Positive,Positive, A1SNCVH8GXEJPA
Positive,Positive, A2GZSUWBT4FV5N
Positive,Positive, A11Y1NMAMM89HA
Negative,Positive, A1EKPNO3QI2Y3F
Negative,Negative, AHS7O33BHD6BN
Positive,Positive, A1AJ7MIV27ELQ9
Positive,Positive, A1XKW6E0IFLPN1
Positive,Positive, A24J6763ZVQ4ID
Positive,Positive, A1U2WWN612F0BE
Positive,Positive, AX8IIZXMZUSTP
Positive,Positive, A1RT76RHHV061V
Positive,Positive, A23AXE0F6KUKYJ
Positive,Positive, A2BW3GCOYQQVKK
Positive,Positive, A1BWAOZDXIIUKH
Negative,Positive, AB932903H43Q4
Negative,Negative, A2LMN499ZRSYWQ
Positive,Positive, A2CZBO0HIC90SJ
Neutral,Positive, A2QA56ZO4AE89J
Positive,Positive, A17APETXI65FPR
Positive,Positive, A1O954NMRTP7CE
Positive,Positive, A1P0CSVPNG0V91
Positive,Positive, AWVYARL78C3WE
Positive,Positive, A3314AM97UPHCK
Positive,Positive, A2O4XL5IDN4DK5
Positive,Positive, A24L725X3BP7V8
Neutral,Neutral, A2HGSOZ3VA6DJO
Positive,Positive, A1AYEU3J5STIMA
Positive,Positive, A1EMPL8OECIDAC
Positive,Positive, A24M5TXD833J7H
Positive,Positive, A39GJAB0DDWZWT
Positive,Positive, A2OMLIFFY9JIIB
Positive,Positive, A330J0QWONYEH8
Positive,Positive, AGV6KOEXODL1U
Positive,Positive, A2QJV781I22JJV
Positive,Positive, A2T6ZENVL0E3KC
Positive,Positive, A10YOV64YSOJHG
Positive,Positive, A2ETNQXYVB1IRW
Neutral,Positive, A16AKSTCEJZIBQ
Positive,Positive, A927INYBM7S1H
Neutral,Neutral, A2U08IGSO1Y7YE
Positive,Positive, A26GE4BC1D0LGQ
Positive,Positive, A37RBXVES8WCDO
Positive,Neutral, A3IJN3ND4273DR
Positive,Positive, AYSXDHNNZQ2MH
Positive,Positive, AFNU3SETE2E5U
Positive,Positive, A17RYMYKHJ1QUZ
Positive,Neutral, AB69YVKO9WWJX
Positive,Positive, AV7QH1T1VVWKU
Positive,Positive, AOJ5PC7APKUDI
Positive,Positive, A2ZY2Z4H8A7BML
Negative,Negative, A2XPRYYS59ICXK
Positive,Positive, A5ASVSZUSXEGN
Positive,Neutral, A9G2D5YNPPSJ8
Positive,Positive, AJ8E7PM1UOYY7
Positive,Positive, A3CWGPKOM97B0X
Positive,Positive, A3DN0CIST8HQ9B
Positive,Positive, A2KHYHDM5QDQXV
Positive,Positive, A1GK5DIAGEUZ00
Positive,Positive, A39T6G4VPHBIQI
Negative,Neutral, A7XL5U074L997
Positive,Positive, A17MKAFJEHG243
Positive,Neutral, ACJQUCAE5JQSP
Positive,Positive, A3R5499M7YEAQP
Positive,Positive, AYXO1TLPQO04W
Neutral,Positive, A1AOQQ7GIPXNLJ
Positive,Positive, ADYMJ4B0QZA8E
Positive,Positive, A1OMSAD9YZFKOW
Positive,Positive, A1JC0L7CCJPJUK
Positive,Positive, A28YPYNMSSY6A9
Positive,Positive, A3HX5DFEM3NFS0
Positive,Negative, A33448U9OSQI71
Positive,Positive, A3H1ONYXNZ5927
Positive,Positive, AU2RWCFAZOEM5
Positive,Positive, A10ECMRTKPHWNX
Positive,Positive, A26T1GJ42MUR14
Positive,Positive, A3HJEUUJ8O9LK5
Positive,Positive, A14CQK72ZVX5G4
Positive,Positive, A3H9MJ6VMF0N9J
Positive,Positive, AYMY1UXFMWG4V
Positive,Positive, A019330439JV4J2D53YKC
Positive,Positive, A14LDXPQWFQALF
Positive,Positive, AFCMA0L7135NT
Positive,Positive, A1B0HK9CTQFEAG
Positive,Positive, A3DAEPTBSGJLVJ
Positive,Positive, A2YCUMAHJRNISS
Positive,Positive, A2JYW99PBVKSK5
Negative,Negative, A3L9ORY83K8CXB
Positive,Positive, A24MS6BCLZOAR5
Negative,Negative, A3I00KC9RWZW8T
Positive,Positive, A2BH700RTV0LWB
Positive,Positive, AVKC0W03Q6BOI
Positive,Positive, A3RUCPN1DJZ9JO
Positive,Positive, AV4XPITIO3WE2
Positive,Positive, A17LVGTDLNRTJM
Neutral,Positive, A3LXJU6GI4Q4GE
Positive,Positive, A22BQPEBCPADGH
Neutral,Neutral, AKR3RA677VNCH
Positive,Positive, A2REMDQQ65WLYR
Positive,Positive, A3BEAZYZAFWDC1
Positive,Positive, A35X3ESLBJS90B
Negative,Neutral, AFB2SRO63FDGY
Neutral,Positive, A24BPZWAV0DWNH
Positive,Positive, A2LG0NGLEQNJTO
Positive,Positive, ACYXL458CVKLA
Positive,Positive, A1V7NP1PWGBQPZ
Positive,Positive, A19AASOFRIRG12
Neutral,Negative, A3JWKLH32YR1YD
Positive,Positive, A3CDT29T06QHVO
Positive,Positive, A2MUS6B1BONYNO
Positive,Negative, A124JECNSRSPOC
Positive,Positive, ANKTR4GX3L1HF
Positive,Positive, A25YVPDT2H2AFT
Positive,Positive, A2DZHHQUH8YVPV
Positive,Positive, A2B5LXCH3ZZA9I
Positive,Positive, A2C5OXKA33NBJD
Positive,Positive, AETW1E9NBVQCH
Positive,Positive, A3HI543IE8VXV4
Negative,Negative, A11ZG3E3VAMK0S
Positive,Positive, A11N9TTKZHXOP3
Positive,Positive, A78XPAORLH0GX
Positive,Positive, AW9IQRK2K07FO
Positive,Positive, A2YIO3TS1JJRU5
Positive,Positive, A2JD29MCSJ22A2
Neutral,Negative, A3CBKNR44XR5W2
Positive,Positive, A3UJIXRKUYJU8U
Negative,Negative, A247Z89VAF0RVC
Positive,Positive, A1ZWT157N4OBBZ
Positive,Positive, AQLWJQ9AASLG3
Negative,Negative, A327GF3G75XYSZ
Positive,Positive, A3BZJ7IT5RY0ZD
Positive,Positive, A2NHH0171Y99LT
Neutral,Positive, A3L740NLT30PBH
Positive,Positive, A1PYRC76UZZ9NX
Positive,Positive, A1SYTL8B1AU14X
Positive,Positive, A3GWGC5LB3214J
Positive,Positive, A2WTASNUT4JU17
Positive,Positive, A2GEO72MPH3ZZL
Positive,Positive, A19AZMPE5ICZ9
Positive,Positive, A1OSAHG74DYPCR
Positive,Positive, AEOKI0LM1YS0T
Positive,Positive, A15KXIWYNZ5CVS
Neutral,Neutral, A18CUR189FVZVO
Positive,Positive, AKVCJ5DS51UNO
Negative,Positive, A5SNNU3YAW557
Positive,Positive, A972XNDJ1X1YM
Negative,Positive, A3T6FJEBQJ8XI1
Positive,Positive, A14GJ870I7DW79
Neutral,Positive, A1P6XZ9ZKM5KJC
Negative,Positive, A3NXTGV3H5C8I2
Negative,Negative, A3R4ZJ3BHTSNPI
Positive,Positive, AZGJ241MWD8RD
Positive,Positive, A1I71S52X92J4C
Negative,Negative, A2GY6SRCHG3XYF
Positive,Positive, A2FQWY2LV8NZ7
Positive,Positive, AJFEGOD211XJ4
Positive,Positive, N/A
Positive,Positive, AN2N044D4XOA6
Positive,Positive, A1IU3GLMPUHSY2
Negative,Negative, AQJVMC8REKOP9
Positive,Positive, A273DYR0Y3GP14
Positive,Positive, A2KXBXI06WIMD6
Positive,Positive, A5KOYP14W2EXF
Positive,Positive, A39A4OQT77H4HX
Positive,Positive, A10EACLLH0JMSZ
Positive,Positive, A1FF80OH1BC4O9
Positive,Positive, A18GMHWU2AUFD8
Positive,Positive, A1YI3SFRL4CJVH
Positive,Positive, A360LB414HS4US
Positive,Positive, A2WFCBE0F6HVBS
Positive,Positive, A15G6I79H8ILOK
Positive,Positive, A2AWMTM1CNOTQS
Neutral,Positive, A1DI6YHID9RB3M
Positive,Positive, A3PCYXLZ6KNG5N
Positive,Positive, AC3PIH7PV0FBE
Positive,Positive, AN79A3XLA2N5W
Positive,Positive, A23SXDT1E9EL1U
Positive,Positive, A1M4H1TQP4H45Y
Positive,Positive, A2WQEZFID65ODH
Positive,Positive, AWN8Q7FYS4G09
Positive,Positive, ALQY22U9JTNCQ
Positive,Positive, A1XZC99AFDPNUP
Positive,Positive, AYEC1HMZLU8IW
Positive,Positive, A26KZVQ68M4GPI
Positive,Positive, A455XHOSYBB84
Positive,Positive, A2CSUBM1565NGH
Positive,Positive, A238MBDPRPJ4ZV
Negative,Negative, AU10PLW65P8O2
Positive,Positive, A1SW4ZT8HGTDXP
Positive,Positive, A3CCM9I1ZSC1QQ
Positive,Positive, A3T3SKMHWP8V9
Positive,Positive, A23UF32CEUJT5B
Positive,Positive, A369QGLXCPJU4C
Positive,Positive, AG28WOOW41LJK
Positive,Positive, A1I7X4OHZEC0VH
Positive,Positive, AZLE2XFH3JUNG
Positive,Positive, A1IDVI0I875VZ7
Positive,Positive, A1H1EEOAKPQPI4
Positive,Positive, A35IDGYIST7CLI
Positive,Positive, A3OI4TLA196GM2
Positive,Positive, A280U2T63LE6OB
Positive,Positive, A1Z9ZXVJQOB0W5
Negative,Positive, AHKNLRAR8FX2J
Neutral,Positive, A348LR0OUWO0AM
Negative,Positive, A38XBJ0TECHOGO
Positive,Positive, A2YJ97XRUL1WUF
Positive,Positive, A1E0IBW1S35741
Positive,Positive, A2SUDFP4EQHJCC
Positive,Positive, A10S80L85ZDLF9
Positive,Positive, AGABJZBU93OF
Positive,Neutral, A04603612MRQMMBXOMHDE
Positive,Positive, AQDF8YEP6RNGO
Positive,Positive, A160MKC1C4UE4S
Positive,Positive, A29OSD6HLBDNH7
Positive,Positive, AH6LRBUA6QHVU
Positive,Positive, A3HAFO0C70GMXZ
Negative,Positive, A5P9NATSGTXYC
Positive,Neutral, A3TR7NA3E4KVSK
Positive,Positive, A132W56CEHF38
Positive,Positive, AO8UJNW8376BA
Positive,Positive, ARS03YRKUYY6
Positive,Positive, A1RXSKXU9W0VPK
Positive,Positive, A1C7U2JM39BS28
Negative,Negative, A7N8D0GE1M31D
Positive,Positive, A13W282N3I4TTN
Positive,Positive, A2AXBMMKOXUDGV
Positive,Positive, A2LQE955JTELEI
Positive,Positive, A3KBE4RJIGDW89
Positive,Positive, A1C2XU0GKZAT5G
Neutral,Negative, A2NHUYWIGT5Q23
Positive,Positive, A15GYWF8XZCBQR
Positive,Positive, A2H9LT0UJDMAAD
Positive,Positive, A2G3LMGQ2JEKSU
Positive,Positive, A1UG1WAOPJ2ROV
Positive,Negative, AS10OYJPOXFNR
Positive,Positive, ACEFE3KBZ1V7A
Positive,Positive, A2QJCQSBKEZ7F
Positive,Positive, A2E1CSRN9E3RW0
Positive,Positive, A3BQCNNSPPNHU0
Positive,Positive, A3GX06WBM1MIH5
Positive,Positive, A2KWKDB5A4N50L
Positive,Positive, A3J1VO7XSD13BB
Neutral,Positive, A3MEI1T2OIBZVL
Positive,Positive, A1DFWB5F4HHRRL
Positive,Positive, AT6GKY5PQ4Q8J
Positive,Positive, A19F2M2NWFU314
Neutral,Negative, A4AG01AMZSTGN
Negative,Negative, AM357W62L3EXS
Positive,Positive, ARBKOL62SMTY8
Positive,Positive, APDXO3GHUQORO
Positive,Positive, A17IEL3C0LQYRE
Positive,Positive, A26KT4VEQUYBLY
Positive,Positive, A3GK6A6V0TN1JH
Positive,Positive, A37JYIO1S2DMC3
Positive,Positive, A17RE0HHFUWLIR
Positive,Positive, AD6MN1P48LUVJ
Negative,Negative, A37I2SMAN9QSY3
Positive,Positive, A4CP19JGNW7QS
Positive,Positive, A384TFIW72VNJG
Positive,Positive, A19B0EYV8IEDSY
Positive,Positive, A389W3801ENS7A
Positive,Positive, A1FH8OEU161E7U
