Actual_Result,Result,id
Negative,Positive, A2TDJM8E9B5A2C
Positive,Positive, AE0UKYXGGC3HE
Positive,Positive, A3HM6PYSMXEOE8
Neutral,Positive, A2ULKMUEIJ0B57
Positive,Positive, A21YXNNQ7NN8OL
Positive,Positive, A3J01TV7S8SQNL
Positive,Positive, AGZ6G2BHW0Q72
Positive,Positive, A1L22LX6ANBAIV
Positive,Positive, AU0JC864UHCYN
Negative,Positive, A1AHH2DOYC9THU
Positive,Positive, A2ULFEEWSKCO49
Positive,Positive, A205X5VFR2U5DF
Positive,Positive, A337KCMBN1L6U5
Positive,Positive, A24MLCGZTL16RM
Positive,Positive, A39TURPFL8GXW8
Positive,Positive, A23W0SJ22G5WW1
Positive,Positive, A2BE2QCVHVTM4M
Positive,Positive, A2F4FJ3BIZ68GJ
Positive,Positive, A30AQQ7M2PREGB
Positive,Positive, A2K2PR9KLK2PQM
Positive,Positive, A31Z65I5O3NOAJ
Positive,Positive, AWH09Y07N421N
Positive,Positive, A1PZW9S7YAWT6V
Positive,Positive, A2F0ODFNLUZRLB
Positive,Positive, A19XC6Z95GK5AB
Positive,Positive, A62GPFA0ZOH6A
Positive,Positive, A2UAVVAH7UJ6GV
Negative,Positive, A18KUU0YWKLJT3
Positive,Positive, ABHRSH9MJGEP9
Positive,Positive, A18MLEJU6PYVKG
Negative,Negative, A2JWW1QUZT7LH1
Positive,Positive, AE37I880SUFDP
Positive,Positive, A23VA60AUZSIEW
Positive,Positive, A1V7BJMELK7113
Positive,Positive, A2O0J3AJP66P1C
Positive,Positive, A2D272OCD1U2CC
Positive,Positive, A3GXDMZHD1LQ3C
Negative,Positive, A2VQ44VP2TLR68
Negative,Positive, AA6DUIDQYZG66
Positive,Positive, A1KO0NYM8EZENN
Positive,Positive, A13H2CAS8SVL2H
Negative,Positive, A11C271L9LXTJ6
Positive,Positive, ALN1WVAESQFIT
Positive,Positive, A2G6U9E7APA65K
Positive,Positive, ALFA2KQE7HC5Y
Positive,Positive, A2MKQP2ZYQIIFR
Positive,Positive, A1BVCXRXX4JLAW
Positive,Positive, A2641LKS4WK4NX
Positive,Positive, A3B4GEIMTYULHV
Positive,Positive, AHNWGKFKN5MCV
Positive,Positive, A1BPR6TQT83DWB
Positive,Positive, A1D4FMGILE7385
Positive,Positive, A17IBYDGBOKWGY
Positive,Positive, A2VOTR30PXP5MW
Positive,Positive, A1VYGJENK1QJPQ
Positive,Positive, A14QHGZL6A7YBR
Positive,Positive, A5KDFMUKRSLBL
Negative,Positive, A3D5P6J0M30UFY
Positive,Positive, A1KZP6Q7EG0TPA
Positive,Positive, A11RAMCEQSEUZ1
Positive,Positive, A1KXX5MLZ30MA8
Positive,Positive, ACGW6C8VHVYAP
Negative,Positive, A1HCC1A5LTPF3Q
Neutral,Positive, A2PYXG0RWSB43O
Positive,Positive, A3VHZJN0SQ01M0
Positive,Positive, A3DZVLSQOYL4S3
Positive,Positive, A39VQKZLKW7B1N
Positive,Positive, A24GJOMUKU806M
Positive,Positive, A3FPCSFYL2YZIA
Positive,Positive, A1HDZS4OHQNJ4Q
Positive,Positive, A2Q9EUZ1KRBZDD
Positive,Positive, A2W1P9H4KE6A1A
Positive,Positive, AOY0GPYQBJP4C
Positive,Positive, A9APN4HXMMX5G
Positive,Positive, A31GDU19N0IZU3
Negative,Positive, A26UA3LG3N1I88
Positive,Positive, A3SGCXCWG748YP
Positive,Positive, A3KZ51ZRUCOF59
Positive,Positive, A2JTFBJRT2WNX8
Positive,Positive, A19IP1KJHTT9WR
Positive,Positive, A132JP44KMQCMJ
Positive,Positive, A2UDMHKI30HOI4
Positive,Positive, AQJI9OOK1NX5M
Positive,Positive, A11H2C6ZR694J7
Positive,Positive, AXU7MB7KJKAVA
Neutral,Positive, A20C45JXGW8GRB
Neutral,Positive, A1P39P746RXP66
Positive,Positive, A3I18VCQHGKIC9
Positive,Positive, AUCJXUGUBKDW2
Positive,Positive, AYMUCV3767ZY9
Positive,Positive, A19OFBHCN3YQ2W
Positive,Positive, A232PE4B8ETAJO
Neutral,Positive, A33DG2MG3R0QAR
Positive,Negative, A3JVLTDFAA97CS
Positive,Positive, A32AEMRLFOUD5E
Positive,Positive, A22WV5R2WN468H
Positive,Positive, A1V86O2V3V0KG9
Negative,Positive, A3BX352FYYT01J
Positive,Positive, A2K4ZVI8CO4LK5
Negative,Positive, AHS7O33BHD6BN
Positive,Positive, A34Y1X3BHRBZSL
Positive,Positive, A2KSUZVRC7ZKK0
Positive,Positive, A2643FYX970UA7
Positive,Positive, A3P0TTSI5240RV
Negative,Positive, A1QLF2KV6NCDQ8
Positive,Positive, A3MFAA1OFVAOIE
Positive,Positive, A3GUUDSHU64IYQ
Positive,Positive, ADOZ5KSNO577E
Positive,Positive, N/A
Positive,Positive, A12OZVVOI5RCNU
Positive,Positive, AA3NGAVZ45X9J
Positive,Positive, A5J4PVSJBK74E
Positive,Positive, A3CCXCIKOEKB1I
Negative,Positive, A26GZECUMTXAB8
Positive,Positive, A3FIBI16CEP72W
Positive,Positive, A9OY2TXY03AW5
Positive,Positive, A282P0SPM8WS6A
Positive,Positive, A2R9V4C00SRDF9
Positive,Positive, A31M4XJ0M1BT6Q
Positive,Positive, A1MKOFBFZ2VIL6
Positive,Positive, A2O72QQSAAXI8T
Positive,Positive, A2SPKXI92A6UA0
Positive,Positive, A2AFL1YEO2HG55
Neutral,Positive, A18RY0T80YYUCA
Negative,Positive, A3HGNWF3WQL03V
Positive,Positive, A3QG37DHXQA8J6
Positive,Positive, A3KLBAD9LCB79S
Positive,Positive, AOOBZ8SHSFFFM
Positive,Positive, A3AI1CAQ7E54OG
Positive,Positive, A14JZ5YX7O983L
Positive,Positive, A2H32AKDOS36B8
Neutral,Positive, A3MK0Y4VFTJCZH
Positive,Positive, A2L0BDRF7GT1W3
Positive,Positive, A1S7CSB7779AC6
Negative,Positive, A1ABN7XZ7KFC49
Positive,Positive, A6L893WYIN1XH
Positive,Positive, A1759F3VE8NZWM
Neutral,Positive, A2065HBMYDXJ1S
Positive,Negative, AFD5XJURR292U
Positive,Positive, A317VGSY5F3LKD
Positive,Positive, A2AYJSMMTWMVL0
Positive,Positive, AHV90SIW9HFCA
Positive,Positive, A21TTAWP2OJRCX
Positive,Positive, A1BYUFFFC57FTE
Positive,Positive, AKBZI91RTIXM6
Positive,Positive, AOC2ZD5M3JRMT
Positive,Positive, A1CA0CQVRN4NFQ
Positive,Positive, A3PKKDBCB18B8K
Negative,Positive, AYHX5DR7FM16U
Negative,Positive, AERH4TP5BM3R9
Positive,Positive, A1NZ0SZF2L0BWG
Negative,Positive, A2612OUM2W8QE3
Positive,Positive, A1B98RD0FYKCK7
Positive,Positive, A2UBTMZRMMIVKB
Positive,Positive, A3LZLLDQYYQ4MA
Positive,Positive, A3G2OWFD1U2CXI
Negative,Positive, AX1M2WQXREXMT
Negative,Negative, A2DPR96HIRNQ14
Positive,Positive, A2MXYU8E6UJ7FW
Positive,Positive, A3O5JOL82NOGRL
Positive,Positive, AYC2ROPQPNPF4
Positive,Positive, A35YI266FMTI22
Positive,Positive, A2L6IPPW9CLN6Z
Negative,Positive, A1KAUXG3ZQJ5GE
Positive,Positive, A2QAAB3DDT20QS
Positive,Positive, A2C7692O3VOPJY
Positive,Positive, A2SAKBTBTR2BNB
Positive,Positive, A1A68FJ9FDZVNW
Positive,Positive, A2QS2GB28Z1KLP
Positive,Positive, AYT9GJV1F1HWO
Positive,Positive, A3SMWRNAZI0DT5
Positive,Positive, A2YSD7G8YV34IG
Positive,Positive, A24Q988373325Z
Positive,Positive, A3DMRD8253EJU1
Positive,Positive, A8NZ3A6JBLQ0M
Positive,Positive, A3NR8TQN14PV17
Positive,Positive, A296XNYLE4DEPV
Positive,Positive, A3BHOVTT581TMM
Positive,Positive, A2NTUGG5FDWISU
Positive,Positive, AWATTSDXVNUBM
Positive,Positive, A10S8CB02TBO6M
Positive,Positive, A384TFIW72VNJG
Neutral,Positive, A2OFEBQWP5Z7YZ
Negative,Positive, A3MSCMIT0O68N7
Positive,Positive, A2AFJH3T8DR0QE
Positive,Positive, ANIQGB0CDDWUD
Positive,Positive, ASLGPZNL2YPM7
Positive,Positive, A2XKEPK3QLV5OS
Positive,Positive, A2RLHTRUNOLV0Z
Positive,Positive, A3GHS53C3Z92QB
Positive,Positive, A1Q3INXSASOLDU
Neutral,Positive, AQ80LJNDLVZPG
Positive,Positive, A38E0ZF5W4Z59C
Positive,Positive, AMS55W945FQDH
Negative,Positive, ADYMJ4B0QZA8E
Positive,Positive, A2LFAEDI4D0JMS
Positive,Positive, A10KNCHWII881H
Positive,Positive, A84HWTSPGVQCD
Positive,Positive, APQZFEP7RG3LZ
Positive,Positive, A1T43BYE3IYTW2
Positive,Positive, ACVB8KR85ZT3J
Positive,Positive, A2GY5WCU9PKTMI
Positive,Positive, A1M77PZ8NQ9CNI
Positive,Positive, AFJYGU65HU3FV
Positive,Positive, A2RUEPFSYX824Y
Positive,Positive, A5KSYCLAGTOHY
Positive,Positive, A369FQW3UQ7PRY
Positive,Positive, A2377K61LUT84F
Positive,Positive, A3EBMZU04QJPRY
Positive,Positive, A1DZBJ97M1YP7X
Positive,Positive, A38B9IPZ1EJS24
Positive,Positive, A38DC2I9KR2LNA
Negative,Positive, A1ARSBVSFZZ3DZ
Negative,Negative, A2OQ1ZHTBZACZN
Positive,Positive, A3IRLR8H76EVSQ
Positive,Positive, A2F0VHXCIT9QXM
Positive,Positive, A3MY4TZI3R7A1L
Positive,Positive, A2L7RWOWKUSPS3
Positive,Positive, A20Y7UY28CO2E1
Positive,Positive, A1V09IXBLLEDJU
Positive,Positive, AGP5NJ21XPZJA
Positive,Positive, A3J1QMAK6TUQVG
Positive,Positive, A221GWHHVB9J0O
Neutral,Neutral, A1C9NRD6DM63XV
Positive,Positive, A2XKQ3RT8XCSQ2
Neutral,Positive, AXJJYQZO381D5
Positive,Positive, A3WJNBWFGKH4W
Positive,Positive, AI7LHTBCGUEGJ
Positive,Positive, A2XYADUKI7NMA8
Positive,Positive, A3PHM2HQUJE3TG
Positive,Positive, A3049HALXU97X
Positive,Positive, A28CH0KUCSZBNO
Positive,Positive, A9BNX7UWBZM7F
Positive,Positive, AFCUNB4UOTXCM
Positive,Positive, A2DRPDWSQZQY16
Negative,Positive, A3AT8OBLRWWDAN
Positive,Positive, ATRTGJ2B4DD0
Positive,Positive, ANPIWIG5W4IWA
Negative,Positive, A20UK33QO7AOGQ
Positive,Positive, A32HJ6DZKBPG3M
Positive,Positive, A1ETIZ1DM7CKUG
Positive,Positive, A1P6I9KJAZ6E5I
Positive,Positive, A3VFYZCF4J7QUL
Positive,Positive, A168E90WFZ8EM6
Positive,Positive, A1WL0KXWUINAR3
Positive,Positive, AKCDWZ4P10ELO
Positive,Positive, A39NYF00CMJ1K5
Positive,Positive, A3PXHKMIZZMVFR
Positive,Positive, A1YUXDM8B8FKHP
Negative,Positive, A369BN6L690YBA
Negative,Positive, A1HQ5ZI3J0I8IP
Positive,Positive, A2DT5HUQXB0OIB
Neutral,Neutral, AL4V48TYBJX48
Positive,Positive, A2P6YVIQV2QAKK
Positive,Positive, A28ESFBPANR7EH
Positive,Positive, A2FUF5LV4N36F2
Positive,Positive, A10SQR3U7RMY8C
Positive,Positive, ANY0FEH5BBDMR
Positive,Positive, A2EQ319L0TT9PP
Positive,Positive, AHVJ39B9QPLKJ
Positive,Positive, A142RD5BL9VDCQ
Positive,Positive, A1HLH7IO9BVZUB
Positive,Positive, A8ZI3L3UN86TD
Positive,Positive, A1XI66WUOG6MF5
Positive,Positive, A3UNAU3SV3NCG7
Positive,Positive, A32O1X5E6VL709
Positive,Positive, A2FS09W871D8E4
Negative,Positive, A395C2BVSD7GM9
Negative,Positive, A325GKNU398SBN
Positive,Positive, A3EJE6F6VIHRU8
Positive,Positive, A3DUX7OB9ZYIEE
Neutral,Positive, A2VOGNBUMXSW13
Negative,Positive, AYZB1K1R5P6L0
Positive,Positive, A3F10M48GU5BLY
Positive,Positive, A3RW5BW9GTDBCT
Positive,Positive, A1TMEV3DKR62PP
Positive,Positive, A3KU2IDHEAFI03
Positive,Positive, A1WSDKTUROLGR3
Positive,Positive, A1UKD1GRCKR3TW
Positive,Positive, A1Z1RH6QFAFHR3
Positive,Positive, A19O7DEX7YSRWY
Positive,Positive, A306N7NEABFMXQ
Positive,Positive, A14J1VQZ14DIEJ
Positive,Positive, A2FPN0DE2TI7SE
Positive,Positive, A21ZONE04TVV4Y
Positive,Positive, A3UNYYQGZPJQNA
Positive,Positive, A3M2MGOOAY14KA
Positive,Positive, AS8UAQYC98D4W
Positive,Positive, A2862O8PK0JENF
Negative,Positive, A2LR5BAD3GEOG9
Positive,Positive, A5ND6F7VNNBIY
Positive,Positive, AVJEAR0O7YXFR
Positive,Positive, A2OY6FD3OC5MD1
Positive,Positive, A3NOE1NRVL2Y0J
Positive,Positive, A3AAQXZH9PIL0C
Positive,Positive, AJI9NOLI21E8N
Positive,Positive, A2YROZBD63Z9XP
Positive,Positive, ATR0XMJD2MMJP
Positive,Positive, A20YUF3L4O9PKL
Positive,Positive, A5UL3WS707IB1
Positive,Positive, A1Q2RSL71KPM3U
Neutral,Positive, A19L14G82I6SEE
Negative,Positive, A2LUUHOKRXRCTA
Neutral,Positive, A2Y6AMEMC9XNPE
Positive,Positive, A2E7DU2ZKQBK0C
Positive,Positive, A30RWCN2ZZ50Y9
Positive,Positive, A131NUZWY24KK7
Positive,Positive, A20AWD8RZTQ72D
Positive,Positive, A1KVOGXGDO9L4T
Positive,Positive, A1IYOD7ZTA4HEH
Positive,Positive, A3QWE7ZFUGVLSX
Positive,Positive, A38SVURTBTJOBG
Positive,Positive, A28F9XC3ASIUUC
Positive,Positive, A1VITMP4H0U153
Positive,Positive, AQIPOQBBMVEQW
Negative,Negative, A3LRHQAJ0RA2UJ
Positive,Positive, A3KUH9BU00486Z
Positive,Positive, A2ROB5AY2IOIS7
Positive,Positive, A29QWC1962QFV4
Positive,Positive, A3HJZJ3DQRLIAM
Positive,Positive, A2ZIGPG36UQ2AF
Positive,Positive, A17DYGF1BXE8Y0
Positive,Positive, A1IWT2MRW9YRLK
Positive,Positive, A31LWRM4XR7I8T
Positive,Positive, A3GDCESCCJMNUL
Positive,Positive, A2TU3QWNMIR45B
Positive,Positive, A13XMEDONM82YJ
Positive,Positive, A3D8GOBCDDNOB9
Positive,Positive, A2EVZOSFQ8D35J
Positive,Positive, AC3XMKJUBSFDE
Positive,Positive, A2OWXVFPTYH0BZ
Positive,Negative, A2BZ3H2CI1R6WQ
Negative,Positive, A1EPYBHGCKSEXG
Positive,Positive, A2IPP6327WV3RK
Positive,Positive, A3LVMZOW4CB7Z0
Positive,Positive, A30ZWN9BCMHJRK
Positive,Positive, AZAIAVG0J46XJ
Positive,Positive, A1NXJDCSBY1G0O
Positive,Positive, A3NB3WS679SC16
Positive,Positive, A6SZZSMX7DQG1
Positive,Positive, A1XHHN855APCK4
Positive,Positive, A2PD2ICG3FZEDI
Positive,Positive, AZXA1OKY8T4OQ
Positive,Positive, A3NJ9BOUI68C6V
Positive,Positive, AHM8CGKRVJ16
Positive,Positive, A39SMDQLMTAJ6M
Positive,Positive, A1AKHFY83NEUI
Positive,Positive, A32H3CJ1EZ75PN
Positive,Positive, A2POCBKVBW6IDD
Positive,Positive, A51JREIWF62LA
Positive,Positive, A1QIGSHXMC1S99
Positive,Positive, A5XTKJZ4QZDSL
Positive,Positive, A1BRDSEGYIDZFB
Positive,Positive, ABUKIQZKI6YVG
Positive,Positive, A2XXI245WO4UHG
Positive,Positive, A2S7O6Z9VF9LZC
Positive,Positive, A1KV0S5UFHJ7B6
Positive,Positive, A2PVOQI9NTCMY2
Positive,Positive, A2PAI8QLWD0CHV
Positive,Positive, A3FVISC69HK8M
Positive,Positive, A26OEHGMBT98Q8
Positive,Positive, ANTL2COJ23WKB
Positive,Positive, A1W7B4SSPM6D1K
Positive,Positive, A1WYPL0OTLHH7Z
Positive,Positive, N/A
Positive,Positive, A23KII7I61I4XU
Positive,Positive, A25N9TI36VM5Q9
Positive,Positive, AGV6KOEXODL1U
Positive,Positive, AE321E4FNIKDZ
Positive,Positive, A1AKHFY83NEUI
Positive,Positive, ATDE9JYCPI0L1
Positive,Positive, A2OWHKSV9WL6WS
Negative,Positive, A303XC86IOTG3L
Positive,Positive, A2YLE4WDX7M7UW
Positive,Positive, A1H8U6SB9V3VFN
